sl_no,gender,age,address,Medu,Fedu,Mjob,Fjob,famsup,paid,activities,internet,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
13795,M,21,R,2,2,services,health,no,yes,yes,yes,66.0,State,66.0,Private,Arts,76.0,Sci&Tech,No,61.0,Mkt&HR,67,Not Placed,
13796,F,21,R,3,3,teacher,at_home,yes,no,no,no,69.0,Private,95.0,Central,Arts,84.0,Comm&Mgmt,Yes,50.0,Mkt&Fin,76,Not Placed,
13797,M,19,U,1,2,services,teacher,no,yes,no,no,72.0,Central,79.0,Central,Science,50.0,Comm&Mgmt,Yes,54.0,Mkt&HR,64,Not Placed,
13798,F,20,U,3,2,health,health,no,yes,yes,no,54.0,Central,64.0,State,Commerce,69.0,Comm&Mgmt,Yes,62.0,Mkt&Fin,94,Placed,434257.0
13799,M,22,U,1,2,at_home,at_home,yes,yes,yes,yes,61.0,Private,72.0,Central,Science,90.0,Comm&Mgmt,No,75.0,Mkt&HR,63,Placed,444709.0
13800,M,22,R,2,4,other,at_home,yes,yes,yes,no,90.0,Central,74.0,State,Science,70.0,Comm&Mgmt,Yes,81.0,Mkt&Fin,51,Placed,368582.0
13801,M,21,U,2,4,other,at_home,yes,yes,no,yes,62.0,Central,61.0,State,Science,77.0,Comm&Mgmt,Yes,94.0,Mkt&Fin,88,Placed,550000.0
13802,F,23,U,2,1,other,teacher,yes,yes,yes,no,82.0,Central,73.0,Central,Science,86.0,Sci&Tech,Yes,53.0,Mkt&Fin,66,Placed,389745.0
13803,F,20,U,4,1,other,services,yes,no,no,no,65.0,Central,82.0,Central,Science,68.0,Comm&Mgmt,No,81.0,Mkt&HR,61,Placed,325095.0
13804,M,19,U,1,1,services,teacher,yes,no,yes,no,93.0,Central,74.0,Central,Commerce,58.0,Comm&Mgmt,Yes,74.0,Mkt&HR,91,Placed,384663.0
13805,M,21,U,1,2,other,health,no,yes,no,yes,71.0,Central,66.0,State,Arts,76.0,Sci&Tech,No,87.0,Mkt&HR,81,Placed,507304.0
13806,F,20,U,4,4,other,health,yes,no,yes,no,92.0,State,86.0,Private,Commerce,90.0,Comm&Mgmt,No,79.0,Mkt&HR,91,Placed,550000.0
13807,F,18,U,1,2,teacher,other,yes,yes,no,yes,62.0,Private,79.0,Central,Commerce,78.0,Sci&Tech,No,84.0,Mkt&HR,78,Placed,487784.0
13808,F,22,U,3,4,other,services,yes,no,no,no,69.0,Central,56.0,State,Commerce,69.0,Comm&Mgmt,No,67.0,Mkt&HR,93,Placed,366930.0
13809,M,20,R,3,2,other,services,no,yes,yes,no,52.0,State,62.0,Private,Arts,80.0,Comm&Mgmt,Yes,79.0,Mkt&HR,88,Placed,545359.0
13810,F,22,R,3,2,services,other,yes,no,no,no,77.0,Central,70.0,Private,Science,77.0,Comm&Mgmt,Yes,80.0,Mkt&Fin,68,Placed,435850.0
13811,F,18,R,2,2,at_home,other,yes,no,no,no,56.0,Private,63.0,Private,Arts,78.0,Comm&Mgmt,Yes,59.0,Mkt&Fin,83,Placed,421470.0
13812,F,22,R,1,4,at_home,other,no,no,no,yes,67.0,Private,79.0,Central,Science,62.0,Sci&Tech,Yes,83.0,Mkt&HR,84,Placed,396970.0
13813,M,20,U,1,4,services,other,yes,yes,no,no,55.0,Central,50.0,State,Science,95.0,Comm&Mgmt,No,52.0,Mkt&Fin,81,Placed,483566.0
13814,M,19,U,2,3,health,services,yes,no,no,yes,77.0,State,90.0,Central,Arts,62.0,Comm&Mgmt,Yes,73.0,Mkt&HR,62,Placed,277928.0
13815,F,18,R,2,4,other,health,no,no,no,no,56.0,Central,53.0,Private,Commerce,95.0,Sci&Tech,Yes,94.0,Mkt&Fin,93,Placed,550000.0
13816,M,19,U,3,2,teacher,other,no,no,yes,no,69.0,Private,77.0,Private,Science,90.0,Sci&Tech,No,81.0,Mkt&HR,72,Placed,525174.0
13817,M,22,U,4,4,teacher,health,yes,no,no,yes,92.0,Private,64.0,Central,Commerce,59.0,Comm&Mgmt,No,83.0,Mkt&HR,72,Placed,341368.0
13818,M,23,U,4,1,at_home,teacher,no,no,yes,yes,69.0,Private,77.0,Private,Commerce,60.0,Sci&Tech,Yes,74.0,Mkt&HR,92,Placed,400232.0
13819,M,23,R,4,2,health,services,no,yes,yes,yes,65.0,Central,90.0,Private,Science,84.0,Comm&Mgmt,Yes,63.0,Mkt&HR,80,Not Placed,
13820,M,21,U,4,4,at_home,teacher,no,yes,no,yes,53.0,State,86.0,State,Science,86.0,Comm&Mgmt,No,58.0,Mkt&HR,78,Placed,390452.0
13821,M,18,U,3,4,at_home,services,no,no,yes,yes,60.0,Central,65.0,Private,Science,88.0,Sci&Tech,No,52.0,Mkt&Fin,62,Not Placed,
13822,M,23,R,2,1,services,health,yes,no,no,yes,55.0,Central,71.0,Private,Science,93.0,Comm&Mgmt,Yes,71.0,Mkt&Fin,66,Placed,488175.0
13823,M,23,U,4,3,at_home,health,no,yes,no,yes,90.0,State,60.0,Central,Commerce,78.0,Sci&Tech,Yes,56.0,Mkt&Fin,73,Placed,387784.0
13824,F,18,R,1,4,other,health,yes,yes,yes,no,64.0,Central,61.0,Central,Arts,71.0,Sci&Tech,Yes,85.0,Mkt&Fin,81,Placed,474190.0
13825,F,22,R,4,4,other,other,yes,no,no,no,63.0,Private,71.0,Private,Commerce,92.0,Sci&Tech,No,64.0,Mkt&HR,59,Placed,408718.0
13826,F,22,R,4,3,at_home,at_home,yes,no,no,yes,72.0,Private,76.0,Private,Science,78.0,Sci&Tech,Yes,52.0,Mkt&HR,64,Placed,383002.0
13827,M,21,U,4,1,health,other,yes,no,no,no,66.0,State,63.0,State,Commerce,59.0,Sci&Tech,Yes,86.0,Mkt&HR,91,Placed,439287.0
13828,F,23,U,1,2,at_home,at_home,yes,yes,yes,no,58.0,Private,67.0,State,Science,64.0,Comm&Mgmt,No,66.0,Mkt&HR,88,Not Placed,
13829,M,19,R,1,1,teacher,services,yes,yes,yes,no,50.0,Central,75.0,Central,Arts,91.0,Sci&Tech,No,63.0,Mkt&HR,82,Placed,473866.0
13830,M,18,U,3,2,services,other,yes,no,no,yes,75.0,State,79.0,State,Science,76.0,Sci&Tech,Yes,91.0,Mkt&HR,58,Placed,436078.0
13831,F,18,R,3,1,at_home,services,yes,no,yes,yes,54.0,Central,95.0,Private,Science,70.0,Comm&Mgmt,Yes,80.0,Mkt&HR,72,Placed,405274.0
13832,F,23,U,1,2,other,services,yes,no,no,yes,89.0,Private,50.0,State,Science,78.0,Sci&Tech,Yes,54.0,Mkt&Fin,82,Placed,435437.0
13833,F,22,R,4,4,services,other,no,yes,no,no,76.0,Central,60.0,State,Commerce,81.0,Comm&Mgmt,Yes,57.0,Mkt&HR,50,Placed,349158.0
13834,M,18,R,1,3,other,health,yes,yes,yes,no,69.0,Private,67.0,Central,Science,94.0,Sci&Tech,Yes,64.0,Mkt&Fin,74,Placed,483815.0
13835,M,18,U,3,1,other,services,no,yes,yes,yes,70.0,State,91.0,State,Arts,53.0,Sci&Tech,No,86.0,Mkt&HR,75,Not Placed,
13836,F,22,R,3,4,health,health,no,no,yes,no,70.0,Central,61.0,State,Science,70.0,Sci&Tech,No,58.0,Mkt&Fin,76,Placed,322649.0
13837,F,23,U,4,4,at_home,health,no,no,no,yes,59.0,Central,94.0,State,Arts,64.0,Sci&Tech,No,61.0,Mkt&Fin,62,Not Placed,
13838,F,20,U,1,3,teacher,teacher,no,yes,no,yes,90.0,Central,71.0,State,Commerce,90.0,Sci&Tech,No,55.0,Mkt&Fin,74,Placed,405601.0
13839,F,20,R,1,1,services,other,yes,no,yes,no,87.0,Private,85.0,State,Commerce,73.0,Sci&Tech,No,93.0,Mkt&Fin,67,Placed,442586.0
13840,M,22,U,1,2,at_home,services,yes,yes,yes,yes,70.0,Private,56.0,Private,Arts,62.0,Sci&Tech,No,72.0,Mkt&HR,67,Not Placed,
13841,M,19,R,4,2,services,services,yes,no,yes,no,61.0,Private,85.0,Private,Science,52.0,Sci&Tech,Yes,65.0,Mkt&Fin,61,Not Placed,
13842,F,23,R,1,2,teacher,services,yes,no,yes,yes,54.0,State,55.0,State,Science,73.0,Comm&Mgmt,Yes,57.0,Mkt&Fin,53,Not Placed,
13843,M,21,U,1,2,services,services,yes,yes,yes,no,82.0,Central,85.0,Central,Science,94.0,Sci&Tech,No,85.0,Mkt&HR,70,Placed,534535.0
13844,F,19,U,2,2,health,other,no,yes,yes,yes,77.0,Central,57.0,Private,Arts,51.0,Comm&Mgmt,No,85.0,Mkt&Fin,68,Not Placed,
13845,M,20,R,2,3,services,services,no,yes,yes,yes,78.0,State,91.0,Private,Science,51.0,Comm&Mgmt,Yes,85.0,Mkt&HR,51,Placed,272792.0
13846,M,21,U,2,3,teacher,health,yes,yes,yes,yes,72.0,Central,66.0,Private,Arts,50.0,Comm&Mgmt,Yes,75.0,Mkt&Fin,55,Not Placed,
13847,F,23,R,2,3,services,at_home,no,yes,no,no,52.0,State,90.0,Central,Science,60.0,Sci&Tech,Yes,92.0,Mkt&Fin,58,Placed,366193.0
13848,M,18,R,3,2,other,services,no,no,yes,no,70.0,Central,50.0,Central,Science,58.0,Comm&Mgmt,Yes,79.0,Mkt&Fin,70,Placed,329856.0
13849,F,21,U,1,3,services,teacher,yes,no,no,yes,70.0,Private,60.0,State,Arts,70.0,Sci&Tech,Yes,74.0,Mkt&Fin,52,Placed,362564.0
13850,M,22,U,2,1,at_home,at_home,yes,yes,no,no,81.0,State,74.0,State,Arts,51.0,Sci&Tech,Yes,55.0,Mkt&Fin,87,Not Placed,
13851,M,23,U,4,2,other,services,yes,yes,yes,yes,93.0,Central,94.0,Central,Arts,83.0,Sci&Tech,Yes,73.0,Mkt&HR,95,Placed,545721.0
13852,F,23,U,2,2,health,health,yes,no,yes,no,76.0,Private,91.0,Central,Science,74.0,Sci&Tech,Yes,63.0,Mkt&HR,64,Placed,296267.0
13853,M,19,U,4,2,teacher,services,no,no,yes,yes,59.0,Private,82.0,State,Science,76.0,Sci&Tech,Yes,56.0,Mkt&Fin,95,Placed,456017.0
13854,F,23,U,2,2,other,services,no,yes,no,yes,62.0,Central,62.0,State,Commerce,85.0,Sci&Tech,Yes,77.0,Mkt&Fin,53,Placed,451534.0
13855,M,22,R,3,4,health,teacher,yes,no,no,no,67.0,State,57.0,Central,Science,54.0,Comm&Mgmt,Yes,76.0,Mkt&Fin,72,Not Placed,
13856,M,23,R,2,1,other,services,yes,no,yes,yes,63.0,State,83.0,Central,Science,90.0,Sci&Tech,No,75.0,Mkt&HR,93,Placed,525869.0
13857,M,21,U,3,3,services,health,yes,yes,no,yes,85.0,Central,73.0,Private,Arts,67.0,Sci&Tech,No,62.0,Mkt&Fin,65,Not Placed,
13858,F,18,R,1,2,at_home,teacher,yes,yes,no,yes,84.0,Private,74.0,Private,Commerce,79.0,Sci&Tech,No,77.0,Mkt&Fin,87,Placed,473650.0
13859,M,22,U,1,2,health,health,no,no,no,no,70.0,Central,75.0,Central,Science,52.0,Comm&Mgmt,No,89.0,Mkt&Fin,87,Placed,367280.0
13860,M,22,R,2,2,services,services,no,yes,no,no,55.0,Private,87.0,Private,Arts,84.0,Comm&Mgmt,Yes,72.0,Mkt&HR,79,Placed,465599.0
13861,F,18,R,4,4,teacher,other,no,no,no,yes,68.0,Central,57.0,State,Arts,78.0,Comm&Mgmt,Yes,67.0,Mkt&Fin,53,Placed,374821.0
13862,F,23,R,4,1,teacher,teacher,yes,yes,yes,yes,95.0,Private,95.0,Private,Commerce,91.0,Sci&Tech,No,89.0,Mkt&Fin,71,Placed,543542.0
13863,F,23,R,2,1,at_home,other,no,no,no,no,55.0,Private,56.0,Private,Science,61.0,Sci&Tech,Yes,87.0,Mkt&HR,60,Placed,331754.0
13864,F,23,R,3,4,health,at_home,no,yes,no,no,70.0,Private,92.0,State,Science,63.0,Comm&Mgmt,No,88.0,Mkt&HR,86,Placed,427517.0
13865,F,22,R,2,3,health,other,yes,yes,no,no,80.0,State,62.0,Private,Science,68.0,Comm&Mgmt,No,73.0,Mkt&Fin,92,Placed,410555.0
13866,F,23,U,2,2,health,health,no,yes,yes,no,77.0,Private,80.0,Central,Arts,59.0,Sci&Tech,Yes,62.0,Mkt&HR,89,Not Placed,
13867,M,20,U,4,4,services,health,no,no,no,no,87.0,State,81.0,Central,Commerce,62.0,Sci&Tech,No,81.0,Mkt&HR,64,Not Placed,
13868,F,18,U,4,2,teacher,at_home,yes,yes,yes,yes,59.0,Central,77.0,State,Science,77.0,Comm&Mgmt,No,77.0,Mkt&HR,78,Placed,442541.0
13869,M,23,R,2,4,services,teacher,no,no,no,yes,68.0,Private,79.0,Private,Arts,89.0,Comm&Mgmt,Yes,92.0,Mkt&HR,66,Placed,542676.0
13870,M,21,U,1,1,at_home,at_home,no,no,no,no,51.0,State,78.0,State,Science,72.0,Sci&Tech,Yes,61.0,Mkt&Fin,69,Placed,360522.0
13871,M,21,R,4,2,at_home,health,yes,no,yes,yes,80.0,State,91.0,State,Science,51.0,Comm&Mgmt,Yes,80.0,Mkt&Fin,90,Placed,389045.0
13872,M,18,R,1,3,health,health,no,yes,yes,no,63.0,Central,69.0,State,Commerce,86.0,Comm&Mgmt,Yes,79.0,Mkt&Fin,61,Placed,497454.0
13873,M,22,R,3,4,at_home,health,no,no,no,yes,65.0,State,88.0,Private,Commerce,83.0,Sci&Tech,Yes,71.0,Mkt&Fin,63,Placed,440351.0
13874,F,23,R,3,1,health,at_home,no,no,yes,yes,80.0,Private,85.0,Central,Science,95.0,Comm&Mgmt,Yes,56.0,Mkt&Fin,63,Placed,479444.0
13875,M,22,R,2,4,other,at_home,yes,yes,yes,no,91.0,Central,91.0,Private,Commerce,51.0,Comm&Mgmt,Yes,64.0,Mkt&Fin,66,Not Placed,
13876,F,22,R,4,1,at_home,teacher,no,yes,no,yes,83.0,Private,86.0,Central,Commerce,89.0,Sci&Tech,Yes,94.0,Mkt&HR,92,Placed,550000.0
13877,M,20,U,1,2,health,health,no,yes,no,no,54.0,Central,62.0,State,Arts,91.0,Sci&Tech,No,87.0,Mkt&HR,62,Placed,494898.0
13878,M,18,U,3,3,services,teacher,yes,yes,no,no,62.0,Central,75.0,State,Commerce,58.0,Comm&Mgmt,Yes,89.0,Mkt&Fin,72,Placed,388873.0
13879,F,18,R,3,1,teacher,services,no,yes,yes,yes,90.0,State,65.0,State,Commerce,91.0,Sci&Tech,Yes,68.0,Mkt&HR,84,Placed,520737.0
13880,F,23,U,4,3,other,other,no,no,yes,yes,95.0,Private,68.0,Private,Arts,65.0,Sci&Tech,No,68.0,Mkt&Fin,89,Not Placed,
13881,M,18,U,4,2,health,services,yes,yes,no,no,50.0,State,79.0,Central,Commerce,77.0,Sci&Tech,Yes,91.0,Mkt&Fin,73,Placed,527148.0
13882,M,22,R,1,1,health,teacher,yes,yes,yes,yes,71.0,Private,54.0,State,Arts,50.0,Comm&Mgmt,Yes,76.0,Mkt&HR,85,Not Placed,
13883,F,20,R,3,4,other,at_home,no,yes,yes,yes,51.0,State,52.0,State,Commerce,70.0,Comm&Mgmt,No,71.0,Mkt&HR,77,Placed,344040.0
13884,F,21,U,2,4,health,health,no,no,no,no,91.0,Private,88.0,Central,Arts,92.0,Comm&Mgmt,No,81.0,Mkt&HR,52,Placed,468670.0
13885,M,23,U,4,3,teacher,services,no,no,yes,yes,92.0,State,65.0,State,Arts,57.0,Comm&Mgmt,Yes,86.0,Mkt&HR,58,Placed,335878.0
13886,M,18,R,4,2,at_home,health,no,yes,yes,no,63.0,State,81.0,Private,Arts,93.0,Sci&Tech,No,85.0,Mkt&Fin,79,Placed,550000.0
13887,M,18,R,3,2,health,teacher,no,no,yes,no,58.0,State,93.0,State,Commerce,82.0,Sci&Tech,Yes,54.0,Mkt&Fin,84,Placed,441010.0
13888,M,18,R,2,4,other,teacher,no,no,no,yes,69.0,Central,75.0,Central,Science,79.0,Comm&Mgmt,No,78.0,Mkt&Fin,53,Placed,432488.0
13889,M,22,R,4,1,services,health,no,no,yes,yes,76.0,Central,65.0,Private,Arts,79.0,Comm&Mgmt,Yes,88.0,Mkt&Fin,94,Placed,550000.0
13890,F,18,U,4,4,health,teacher,no,yes,no,no,51.0,Private,58.0,Private,Science,79.0,Sci&Tech,Yes,61.0,Mkt&Fin,81,Placed,440327.0
13891,F,22,U,2,4,teacher,other,yes,yes,yes,yes,86.0,Private,72.0,Private,Arts,67.0,Comm&Mgmt,No,72.0,Mkt&HR,70,Not Placed,
13892,M,20,U,3,4,other,health,no,yes,yes,no,73.0,Central,66.0,State,Commerce,93.0,Comm&Mgmt,Yes,94.0,Mkt&HR,65,Placed,550000.0
13893,F,20,U,1,3,other,health,no,yes,no,no,52.0,State,68.0,State,Commerce,85.0,Comm&Mgmt,Yes,79.0,Mkt&HR,70,Placed,450900.0
13894,F,20,R,2,2,teacher,teacher,yes,yes,no,yes,67.0,State,77.0,State,Commerce,66.0,Comm&Mgmt,Yes,86.0,Mkt&HR,76,Placed,431330.0
13895,F,23,R,3,4,services,at_home,yes,yes,yes,no,55.0,Private,87.0,State,Commerce,64.0,Sci&Tech,No,70.0,Mkt&Fin,93,Not Placed,
13896,M,23,U,2,3,at_home,services,yes,no,yes,yes,68.0,Private,75.0,Private,Arts,95.0,Comm&Mgmt,Yes,72.0,Mkt&Fin,66,Placed,498556.0
13897,M,23,U,2,3,at_home,at_home,yes,yes,yes,yes,63.0,State,54.0,Private,Commerce,76.0,Comm&Mgmt,No,84.0,Mkt&Fin,76,Placed,458504.0
13898,M,18,R,4,3,services,at_home,yes,yes,no,yes,74.0,State,54.0,Central,Science,60.0,Comm&Mgmt,No,70.0,Mkt&Fin,63,Not Placed,
13899,F,20,R,3,1,services,services,no,yes,yes,yes,93.0,Private,70.0,Central,Science,58.0,Comm&Mgmt,Yes,92.0,Mkt&Fin,76,Placed,423829.0
13900,F,19,R,4,4,health,other,yes,yes,no,no,79.0,Central,91.0,Central,Arts,78.0,Sci&Tech,No,70.0,Mkt&Fin,72,Placed,413277.0
13901,F,19,R,4,4,other,health,yes,no,yes,no,92.0,Central,53.0,State,Commerce,58.0,Sci&Tech,No,95.0,Mkt&HR,73,Placed,392071.0
13902,M,22,U,3,1,services,other,no,yes,yes,no,54.0,Central,59.0,Central,Arts,88.0,Sci&Tech,Yes,91.0,Mkt&Fin,64,Placed,512822.0
13903,F,19,R,1,4,other,teacher,no,no,no,no,72.0,Central,72.0,Private,Commerce,55.0,Sci&Tech,Yes,57.0,Mkt&Fin,85,Placed,313222.0
13904,F,20,R,1,3,teacher,teacher,yes,no,no,yes,75.0,State,71.0,Private,Science,60.0,Sci&Tech,Yes,74.0,Mkt&Fin,57,Placed,273413.0
13905,M,23,R,4,1,services,health,no,yes,yes,yes,69.0,State,92.0,Central,Arts,89.0,Comm&Mgmt,No,85.0,Mkt&HR,73,Placed,544113.0
13906,M,19,U,4,4,services,at_home,no,yes,yes,yes,92.0,Private,84.0,State,Commerce,84.0,Sci&Tech,No,72.0,Mkt&Fin,93,Placed,532938.0
13907,M,18,U,3,2,health,health,no,yes,no,yes,84.0,State,51.0,Central,Science,56.0,Comm&Mgmt,Yes,59.0,Mkt&HR,72,Not Placed,
13908,F,21,U,1,3,teacher,teacher,no,no,yes,yes,82.0,Central,84.0,State,Commerce,79.0,Sci&Tech,No,82.0,Mkt&Fin,72,Placed,477757.0
13909,F,21,U,1,4,services,health,yes,yes,yes,yes,77.0,State,70.0,Central,Arts,67.0,Sci&Tech,No,88.0,Mkt&HR,68,Placed,388338.0
13910,M,19,R,2,2,services,health,no,no,no,yes,95.0,Private,84.0,Central,Arts,51.0,Comm&Mgmt,No,63.0,Mkt&HR,94,Placed,308766.0
13911,F,18,U,3,4,other,teacher,no,yes,no,no,72.0,Private,61.0,Central,Arts,60.0,Comm&Mgmt,Yes,85.0,Mkt&Fin,94,Placed,457320.0
13912,F,21,U,2,3,teacher,other,no,yes,no,yes,84.0,State,50.0,State,Commerce,58.0,Comm&Mgmt,Yes,74.0,Mkt&HR,63,Not Placed,
13913,F,21,U,3,3,services,teacher,no,no,no,no,79.0,Central,86.0,Central,Commerce,65.0,Comm&Mgmt,Yes,90.0,Mkt&HR,52,Placed,366758.0
13914,M,19,R,1,4,health,teacher,no,yes,yes,yes,51.0,Central,74.0,State,Commerce,65.0,Sci&Tech,Yes,57.0,Mkt&HR,56,Not Placed,
13915,M,20,U,1,3,at_home,other,yes,no,no,yes,94.0,Private,53.0,Private,Commerce,56.0,Comm&Mgmt,Yes,92.0,Mkt&Fin,93,Placed,440127.0
13916,F,21,R,1,4,services,teacher,no,yes,no,yes,57.0,Private,89.0,Central,Arts,71.0,Comm&Mgmt,Yes,58.0,Mkt&Fin,85,Placed,418724.0
13917,M,21,R,2,3,services,services,yes,no,no,no,73.0,State,92.0,Central,Commerce,79.0,Sci&Tech,No,67.0,Mkt&Fin,83,Placed,414500.0
13918,M,21,U,3,4,services,other,yes,yes,no,no,53.0,Central,85.0,Central,Commerce,88.0,Comm&Mgmt,Yes,88.0,Mkt&HR,51,Placed,507601.0
13919,F,20,U,4,1,other,health,yes,no,yes,yes,73.0,State,59.0,Central,Commerce,64.0,Comm&Mgmt,No,84.0,Mkt&HR,90,Placed,396416.0
13920,M,18,U,4,4,health,at_home,yes,no,no,yes,73.0,Central,83.0,State,Arts,64.0,Comm&Mgmt,No,59.0,Mkt&Fin,62,Not Placed,
13921,F,18,R,3,4,at_home,services,yes,no,yes,yes,60.0,Private,57.0,State,Science,51.0,Comm&Mgmt,No,62.0,Mkt&Fin,56,Not Placed,
13922,M,20,U,4,4,other,health,no,yes,no,no,62.0,Central,53.0,State,Science,61.0,Comm&Mgmt,No,81.0,Mkt&Fin,70,Not Placed,
13923,F,19,U,1,2,teacher,services,yes,no,no,yes,76.0,Private,86.0,Central,Commerce,59.0,Comm&Mgmt,No,85.0,Mkt&HR,56,Placed,323606.0
13924,F,18,U,4,1,other,services,yes,yes,no,no,88.0,Central,53.0,State,Science,59.0,Sci&Tech,Yes,70.0,Mkt&HR,75,Placed,306255.0
13925,F,21,R,1,4,teacher,teacher,no,no,yes,no,64.0,Central,84.0,Central,Science,77.0,Sci&Tech,Yes,59.0,Mkt&HR,69,Placed,335378.0
13926,M,23,U,2,3,services,health,no,yes,no,no,82.0,Private,91.0,Private,Commerce,55.0,Comm&Mgmt,Yes,92.0,Mkt&HR,75,Placed,400316.0
13927,F,23,R,1,3,services,teacher,no,no,yes,no,68.0,Private,94.0,Central,Commerce,64.0,Sci&Tech,Yes,80.0,Mkt&HR,56,Not Placed,
13928,F,20,U,3,4,services,services,no,yes,no,no,85.0,State,67.0,Central,Science,80.0,Comm&Mgmt,No,55.0,Mkt&Fin,60,Not Placed,
13929,M,18,R,3,1,at_home,teacher,no,yes,no,yes,72.0,Private,59.0,Private,Arts,78.0,Sci&Tech,No,72.0,Mkt&HR,77,Placed,387411.0
13930,M,21,U,1,1,health,health,no,no,no,yes,60.0,State,78.0,Central,Science,62.0,Sci&Tech,No,69.0,Mkt&Fin,93,Placed,389367.0
13931,M,19,U,1,4,teacher,health,yes,yes,yes,no,63.0,Central,51.0,State,Science,71.0,Comm&Mgmt,Yes,78.0,Mkt&HR,52,Not Placed,
13932,F,22,U,3,1,services,at_home,yes,no,no,no,82.0,Central,95.0,State,Arts,76.0,Comm&Mgmt,Yes,52.0,Mkt&Fin,58,Placed,317194.0
13933,F,18,U,2,1,teacher,other,no,no,no,no,79.0,Central,61.0,State,Science,84.0,Sci&Tech,No,89.0,Mkt&Fin,60,Placed,462063.0
13934,M,23,R,3,1,teacher,at_home,no,yes,no,yes,50.0,Private,70.0,Private,Arts,82.0,Sci&Tech,No,50.0,Mkt&HR,71,Not Placed,
13935,F,21,R,1,2,services,at_home,yes,yes,yes,no,66.0,Private,61.0,Central,Commerce,51.0,Comm&Mgmt,No,54.0,Mkt&HR,53,Not Placed,
13936,M,21,R,2,2,services,services,yes,yes,yes,no,86.0,Central,87.0,Central,Science,72.0,Comm&Mgmt,No,60.0,Mkt&HR,93,Placed,378402.0
13937,F,22,R,3,1,teacher,at_home,yes,yes,no,no,62.0,State,90.0,State,Arts,69.0,Sci&Tech,Yes,90.0,Mkt&Fin,61,Not Placed,
13938,F,20,U,4,4,other,at_home,yes,no,no,no,60.0,Private,84.0,Private,Commerce,58.0,Comm&Mgmt,No,66.0,Mkt&Fin,55,Not Placed,
13939,F,21,U,4,2,other,other,no,yes,yes,yes,66.0,Private,54.0,Central,Science,81.0,Sci&Tech,Yes,95.0,Mkt&HR,80,Placed,550000.0
13940,F,18,U,3,1,health,at_home,yes,no,yes,no,64.0,Private,58.0,State,Arts,81.0,Sci&Tech,No,61.0,Mkt&Fin,85,Placed,422874.0
13941,M,20,U,1,1,teacher,teacher,yes,yes,no,no,53.0,Central,70.0,Central,Science,89.0,Comm&Mgmt,No,56.0,Mkt&Fin,84,Placed,483826.0
13942,F,18,R,3,4,health,services,no,no,yes,no,68.0,Central,72.0,Central,Arts,64.0,Sci&Tech,Yes,72.0,Mkt&HR,67,Not Placed,
13943,F,18,R,3,1,teacher,health,yes,yes,yes,yes,50.0,State,56.0,State,Commerce,82.0,Comm&Mgmt,No,59.0,Mkt&Fin,58,Not Placed,
13944,F,23,R,3,4,services,other,yes,yes,yes,no,51.0,State,93.0,Private,Science,77.0,Comm&Mgmt,No,88.0,Mkt&Fin,79,Placed,500149.0
13945,M,18,U,3,2,at_home,at_home,no,no,no,yes,56.0,Central,89.0,Private,Arts,57.0,Sci&Tech,No,68.0,Mkt&HR,69,Not Placed,
13946,F,22,U,4,4,health,teacher,yes,no,no,no,52.0,State,87.0,State,Commerce,78.0,Comm&Mgmt,Yes,77.0,Mkt&Fin,88,Placed,505335.0
13947,M,22,R,4,4,services,other,yes,yes,yes,no,86.0,State,92.0,Private,Commerce,70.0,Sci&Tech,No,76.0,Mkt&Fin,90,Placed,417337.0
13948,F,19,U,1,3,services,services,no,no,no,yes,50.0,Private,68.0,Central,Commerce,76.0,Comm&Mgmt,No,59.0,Mkt&HR,78,Not Placed,
13949,F,18,R,2,3,teacher,health,yes,yes,yes,no,56.0,Private,50.0,Central,Arts,80.0,Comm&Mgmt,Yes,60.0,Mkt&HR,52,Placed,288638.0
13950,M,23,U,4,2,teacher,teacher,no,no,no,no,62.0,State,69.0,State,Arts,95.0,Comm&Mgmt,Yes,92.0,Mkt&Fin,93,Placed,550000.0
13951,F,20,R,1,4,services,other,no,no,no,no,54.0,Private,52.0,Central,Science,66.0,Sci&Tech,Yes,50.0,Mkt&Fin,78,Not Placed,
13952,M,23,R,2,3,services,teacher,no,no,no,yes,57.0,Private,69.0,Private,Commerce,66.0,Sci&Tech,No,68.0,Mkt&Fin,56,Placed,280673.0
13953,M,19,R,2,2,other,services,no,yes,yes,yes,76.0,Private,77.0,Central,Science,53.0,Comm&Mgmt,No,63.0,Mkt&Fin,57,Not Placed,
13954,M,21,R,3,1,health,at_home,yes,no,yes,no,65.0,Central,77.0,State,Arts,53.0,Comm&Mgmt,No,71.0,Mkt&HR,60,Placed,229990.0
13955,F,23,U,1,2,teacher,health,yes,no,yes,yes,58.0,State,63.0,Central,Arts,91.0,Comm&Mgmt,Yes,92.0,Mkt&HR,74,Placed,550000.0
13956,F,19,R,3,1,other,health,no,no,no,no,55.0,Private,53.0,State,Arts,51.0,Comm&Mgmt,No,83.0,Mkt&Fin,63,Placed,283776.0
13957,F,23,R,4,3,other,other,no,yes,yes,yes,91.0,State,73.0,Private,Arts,77.0,Comm&Mgmt,Yes,50.0,Mkt&Fin,62,Not Placed,
